Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
27,0,1,1,16,4,3,1,1077,1,3,0,1,49980,0.0,0,20,8,2,8.0,3,7,7,3
39,0,2,1,2,3,5,1,1078,1,3,0,0,102520,8.0,0,13,8,1,7.0,3,2,2,2
55,0,2,1,2,3,1,1,1079,0,1,1,1,27810,8.0,0,13,8,1,19.0,2,5,0,4
28,0,2,1,29,2,1,1,1080,1,2,2,1,68520,1.0,0,18,8,1,1.0,2,1,0,0
30,1,2,2,12,4,1,1,1081,0,2,7,2,49500,1.0,0,12,8,2,1.0,3,1,0,0
22,1,2,1,16,2,1,1,1082,0,2,2,2,35790,1.0,0,19,8,3,1.0,3,1,0,0
36,0,2,1,11,3,1,1,1083,1,1,7,1,131910,1.0,0,14,8,1,10.0,2,10,1,7
31,0,2,1,2,4,1,1,1084,0,5,3,0,103770,1.0,0,14,8,0,10.0,2,10,0,2
34,0,2,2,14,2,5,1,1085,0,1,7,1,22350,2.0,0,14,8,1,9.0,2,5,1,0
29,0,2,1,5,5,1,1,1086,0,1,7,2,105020,3.0,0,12,8,0,11.0,4,3,1,2
37,0,2,1,7,2,3,1,1087,1,1,4,1,20110,5.0,0,13,8,0,16.0,4,5,0,4
35,0,2,2,2,1,5,1,1088,1,2,2,1,18590,0.0,0,25,8,1,4.0,2,3,0,2
45,0,2,1,3,3,3,1,1089,0,2,7,1,37600,0.0,0,14,8,1,10.0,2,9,3,8
36,0,1,1,5,3,3,1,1090,0,4,4,2,177790,1.0,0,17,8,1,10.0,5,10,0,8
40,0,2,1,3,3,4,1,1091,1,1,7,0,68330,2.0,0,13,8,0,22.0,3,19,11,16
26,0,2,1,26,2,1,1,1092,1,2,1,1,68120,1.0,0,13,8,0,1.0,2,1,1,0
27,0,2,1,4,3,5,1,1093,1,2,4,2,51710,0.0,0,20,8,1,9.0,1,8,0,7
48,0,1,1,2,3,1,1,1094,1,2,5,0,197400,3.0,0,14,8,0,24.0,2,22,4,7
44,0,2,2,1,2,3,1,1095,1,4,3,1,187110,2.0,0,12,8,1,10.0,0,2,2,2
34,1,0,1,27,2,1,1,1096,0,1,8,1,36920,1.0,0,12,8,1,5.0,5,5,3,0
56,1,2,0,1,2,3,1,1097,0,5,7,2,25590,1.0,0,21,8,0,5.0,3,4,1,0
36,0,2,1,13,3,5,1,1098,0,3,0,1,25170,2.0,0,14,8,0,12.0,3,4,1,3
41,0,2,1,5,3,1,1,1099,0,1,7,1,66230,5.0,0,18,8,0,14.0,3,5,1,4
42,0,2,1,7,3,5,1,1100,0,2,7,1,182650,9.0,0,12,8,1,18.0,4,13,5,7
31,0,2,2,9,4,1,1,1101,0,1,7,0,161240,2.0,0,23,8,1,8.0,2,5,1,4
34,0,2,1,8,1,1,1,1102,0,3,2,1,25850,3.0,0,12,8,0,9.0,5,4,0,1
31,0,2,2,25,2,1,1,1103,0,3,4,0,182130,8.0,0,21,8,2,4.0,3,2,2,2
26,0,1,2,16,2,1,1,1104,1,2,0,1,83800,,0,14,8,0,8.0,3,7,7,7
45,0,1,1,8,4,1,1,1105,0,2,3,2,29940,4.0,0,18,8,1,12.0,2,4,0,3
33,0,2,2,1,3,1,1,1106,0,5,7,2,12230,1.0,0,13,8,1,10.0,3,10,0,9
28,0,1,2,8,3,1,1,1107,1,4,6,1,11180,1.0,0,11,8,0,7.0,3,7,0,7
29,1,1,0,2,4,0,1,1108,1,2,7,2,28750,1.0,0,11,8,0,1.0,3,1,0,0
39,0,0,1,8,5,3,1,1109,0,2,8,1,188240,6.0,0,19,8,1,10.0,4,3,1,2
27,0,2,2,3,2,5,1,1110,1,2,0,1,135770,1.0,0,12,8,1,6.0,2,5,1,2
34,0,1,1,9,4,1,1,1111,0,2,4,1,26250,1.0,0,12,8,3,16.0,4,15,6,11
28,1,2,1,25,3,5,1,1112,1,1,5,2,187890,3.0,0,16,8,1,6.0,4,2,2,2
47,0,0,1,1,4,3,1,1113,1,1,6,1,45380,8.0,0,11,8,0,16.0,3,8,1,7
56,0,2,1,4,3,5,1,1114,0,2,7,1,198470,4.0,0,14,8,0,6.0,6,0,0,0
39,0,2,1,1,3,4,1,1115,0,1,2,1,105120,1.0,0,12,8,1,10.0,2,10,7,9
38,0,1,1,4,2,3,1,1116,0,1,3,0,44440,1.0,0,13,8,0,20.0,2,20,0,7
58,0,2,2,5,3,2,1,1117,1,5,8,1,21540,4.0,0,21,8,1,29.0,3,1,0,0
32,1,1,1,9,3,1,1,1118,1,2,2,2,191900,3.0,0,17,8,1,8.0,2,4,0,3
38,0,2,1,3,4,1,1,1119,0,1,8,0,44900,2.0,0,21,8,1,10.0,1,5,0,3
49,0,1,2,11,4,1,1,1120,1,2,6,1,35060,3.0,0,11,8,1,28.0,4,5,4,3
42,0,2,2,1,3,1,1,1121,0,1,7,0,23720,3.0,0,12,8,1,14.0,3,0,0,0
27,1,1,2,8,1,1,1,1122,1,4,2,1,102310,1.0,0,13,8,1,1.0,2,1,0,0
35,0,2,1,25,1,3,1,1123,1,1,7,1,54100,0.0,0,18,8,0,6.0,4,5,0,4
28,0,0,1,21,1,3,1,1124,1,3,6,2,79780,1.0,0,16,8,2,5.0,2,5,1,4
31,0,0,2,23,1,3,1,1125,1,1,7,0,38670,1.0,0,11,8,1,4.0,4,4,2,3
36,0,0,1,1,3,1,1,1126,1,2,6,1,28380,1.0,0,19,8,2,5.0,5,5,0,2
34,0,2,2,2,3,2,1,1127,1,4,0,2,46950,1.0,0,16,8,1,14.0,2,14,2,1
34,0,2,1,19,3,5,1,1128,0,1,5,0,33390,1.0,0,16,8,0,9.0,2,8,1,1
26,0,2,1,2,2,1,1,1129,1,2,6,2,20800,0.0,0,13,8,0,8.0,6,7,7,6
29,0,2,1,2,4,4,1,1130,1,2,2,1,20960,0.0,0,22,8,0,6.0,2,5,0,2
32,0,0,1,3,1,1,1,1131,1,3,3,0,62090,5.0,0,17,8,1,9.0,5,5,1,2
31,0,1,1,25,5,5,1,1132,0,2,1,1,180610,1.0,0,14,8,1,10.0,2,10,8,7
28,1,2,2,7,5,1,1,1133,0,2,8,0,171230,5.0,0,15,8,1,6.0,2,4,0,3
38,0,2,1,9,2,5,1,1134,1,3,8,2,23720,4.0,0,12,8,0,20.0,3,1,0,0
35,0,2,1,5,3,1,1,1135,1,2,8,1,48830,1.0,0,18,8,1,10.0,1,10,0,9
27,0,2,2,2,3,1,1,1136,0,1,3,2,39040,1.0,0,15,8,0,7.0,2,7,0,7
32,0,2,1,8,1,3,1,1137,0,2,6,2,46270,8.0,0,17,8,1,8.0,2,1,0,0
31,1,1,1,2,1,4,1,1138,1,3,7,1,70940,1.0,0,14,8,1,10.0,2,10,0,8
53,1,2,1,18,3,3,1,1139,1,1,6,2,34230,6.0,0,15,8,1,15.0,4,2,2,2
54,0,2,1,14,3,4,1,1140,1,3,6,1,66740,3.0,0,17,8,1,9.0,2,4,2,3
33,0,1,1,2,4,3,1,1141,0,4,7,0,168800,1.0,0,14,8,3,9.0,2,9,2,8
43,0,2,1,3,3,3,1,1142,1,1,6,1,90940,1.0,0,12,8,1,10.0,0,10,0,9
38,0,1,1,2,5,3,1,1143,0,4,7,1,84460,0.0,0,14,8,0,7.0,3,6,1,2
55,0,2,2,9,3,2,1,1144,1,2,2,1,119160,4.0,0,15,8,1,35.0,3,10,1,4
31,0,2,2,6,3,4,1,1145,1,1,4,0,45340,1.0,0,13,8,0,1.0,2,1,0,0
39,0,2,1,4,3,1,1,1146,1,2,7,2,98520,0.0,0,12,8,1,21.0,5,20,11,10
42,0,0,1,10,4,1,1,1147,0,2,6,2,61510,1.0,0,13,8,1,20.0,3,20,3,7
31,0,0,1,14,2,1,1,1148,1,2,0,1,23020,4.0,0,14,8,0,13.0,3,11,4,8
54,0,2,1,1,3,3,1,1149,0,2,1,2,23620,6.0,0,13,8,1,9.0,2,5,1,4
24,0,2,1,5,4,4,1,1150,1,1,4,2,178610,1.0,0,11,8,2,4.0,5,4,1,2
23,0,2,1,7,3,1,1,1151,1,2,6,2,191870,1.0,0,11,8,1,5.0,2,5,1,4
40,0,1,1,21,3,3,1,1152,0,3,6,1,197170,1.0,0,21,8,0,10.0,1,10,9,4
40,0,2,1,8,1,3,1,1153,0,5,6,1,35440,3.0,0,18,8,3,15.0,3,11,5,10
25,0,2,2,20,5,3,1,1154,0,2,2,1,85000,4.0,0,12,8,0,6.0,2,2,1,2
30,0,2,0,20,4,1,1,1155,1,2,6,1,46610,1.0,0,11,8,0,12.0,3,12,1,7
25,0,2,1,7,2,3,1,1156,1,5,7,0,41030,6.0,0,15,8,1,7.0,2,2,0,2
47,0,2,1,1,4,1,1,1157,1,2,7,2,42490,2.0,0,13,8,1,25.0,2,17,12,11
33,0,0,1,1,3,1,1,1158,1,2,6,0,140260,1.0,0,12,8,0,1.0,4,1,0,0
38,0,2,1,19,3,1,1,1159,0,2,7,1,68930,0.0,0,17,8,0,16.0,3,15,5,8
31,0,2,1,10,4,3,1,1160,0,3,7,1,61250,0.0,0,13,8,1,3.0,3,2,1,2
38,0,1,1,1,4,4,1,1161,1,2,6,1,36690,2.0,0,19,8,0,10.0,2,8,7,7
42,0,2,1,6,3,3,1,1162,1,2,2,0,100080,6.0,0,19,8,1,9.0,3,4,1,2
41,0,2,2,2,2,3,1,1163,1,1,0,1,23870,3.0,0,17,8,1,12.0,1,5,1,0
47,0,0,1,21,2,3,1,1164,1,1,7,1,46390,0.0,0,11,8,1,14.0,2,13,5,12
35,0,2,1,4,3,1,1,1165,1,2,0,1,78980,7.0,0,15,8,0,5.0,2,2,2,2
22,0,2,0,12,1,0,1,1166,1,2,7,2,25340,0.0,0,11,8,0,4.0,1,3,1,2
35,0,2,1,9,3,3,1,1167,0,2,7,2,131420,1.0,0,25,8,2,10.0,4,10,0,8
33,0,2,2,3,4,3,1,1168,1,3,0,1,16110,0.0,0,14,8,0,10.0,2,9,8,1
32,0,2,1,3,2,5,1,1169,1,3,4,2,53630,1.0,0,13,8,0,6.0,4,6,4,1
40,0,2,1,1,4,3,1,1170,1,2,5,1,50710,8.0,0,17,8,1,8.0,3,1,0,0
32,0,2,1,1,2,3,1,1171,1,3,7,1,136950,0.0,0,13,8,0,3.0,3,2,2,2
39,0,2,1,4,4,1,1,1172,1,1,7,2,134020,7.0,0,14,8,1,18.0,1,7,1,7
38,0,2,2,20,4,3,1,1173,0,2,5,1,20290,3.0,0,11,8,1,20.0,3,18,1,11
32,0,2,1,18,3,1,1,1174,1,2,3,1,63770,1.0,0,12,8,2,14.0,3,14,5,7
37,0,2,1,1,3,1,1,1175,0,4,7,1,54290,1.0,0,17,8,1,16.0,3,16,6,8
25,0,2,1,2,4,3,1,1176,0,2,4,0,27850,0.0,0,21,8,0,6.0,2,5,0,4
52,0,0,1,2,4,4,1,1177,1,1,3,0,46140,2.0,0,16,8,1,16.0,3,9,0,0
44,0,2,1,8,1,1,1,1178,0,1,8,2,26100,6.0,0,15,8,0,6.0,2,4,1,2
21,0,2,2,10,5,3,1,1179,1,3,6,2,66870,1.0,0,19,8,3,2.0,0,2,1,2
39,0,0,1,3,4,1,1,1180,0,2,5,2,47240,2.0,0,12,8,1,21.0,4,6,1,3
23,1,1,1,2,4,1,1,1181,0,2,4,1,61790,1.0,0,11,8,0,1.0,3,1,1,0
36,0,2,1,24,3,1,1,1182,0,2,2,1,61200,0.0,0,19,8,0,10.0,2,9,3,4
36,0,1,1,16,1,3,1,1183,1,2,7,0,105960,7.0,0,15,8,0,18.0,3,4,0,2
56,0,0,1,8,1,1,1,1184,1,1,7,0,54670,1.0,0,20,8,0,13.0,6,13,1,9
29,1,2,1,9,4,3,1,1185,1,2,8,1,29960,9.0,0,25,8,0,4.0,4,2,2,2
42,0,2,1,17,1,1,1,1186,1,3,6,1,99980,5.0,0,24,8,2,24.0,3,22,4,14
56,1,2,2,10,4,4,1,1187,1,2,7,1,40780,8.0,0,24,8,1,14.0,3,10,9,8
41,0,2,1,13,4,1,1,1188,0,1,0,1,109200,0.0,0,15,8,1,21.0,3,20,0,10
34,0,2,2,1,3,3,1,1189,0,1,2,1,62320,1.0,0,13,8,1,8.0,3,8,1,7
36,0,0,2,1,1,3,1,1190,0,1,1,0,132470,1.0,0,14,8,0,15.0,3,15,11,11
41,0,2,1,1,5,3,1,1191,1,1,0,0,40810,2.0,0,13,8,0,14.0,3,5,0,4
32,0,2,2,9,4,1,1,1192,0,2,6,2,57690,1.0,0,11,8,0,4.0,3,4,1,2
35,0,2,1,16,3,3,1,1193,0,2,0,2,23940,1.0,0,16,8,1,9.0,3,9,1,7
38,0,2,1,23,3,3,1,1194,1,3,8,1,39040,1.0,0,22,8,0,10.0,3,10,1,9
50,1,1,2,4,2,1,1,1195,0,2,2,0,167990,7.0,0,14,8,1,12.0,2,6,0,1
36,0,2,1,22,4,1,1,1196,1,1,0,1,29500,4.0,0,14,8,0,8.0,1,6,0,0
45,0,2,2,24,3,1,1,1197,1,1,2,2,36290,8.0,0,16,8,1,8.0,2,5,0,1
40,0,2,2,10,4,1,1,1198,1,1,6,2,93620,2.0,0,11,8,1,8.0,6,2,2,2
35,0,1,2,7,2,1,1,1199,1,2,4,1,32290,1.0,0,25,8,0,10.0,2,10,0,2
40,0,2,1,17,4,1,1,1200,1,1,3,1,35780,2.0,0,14,8,1,20.0,2,5,0,2
35,0,2,0,14,1,1,1,1201,1,2,6,1,79880,1.0,0,18,8,0,4.0,3,4,1,1
29,0,2,1,1,3,3,1,1202,1,3,7,1,42840,4.0,0,11,8,0,10.0,5,4,0,3
29,0,2,1,5,3,3,1,1203,1,2,8,2,75530,1.0,0,19,8,0,5.0,3,5,0,4
50,1,2,1,17,3,3,1,1204,1,1,6,0,173280,4.0,0,15,8,2,20.0,1,3,2,0
39,0,2,2,25,3,3,1,1205,1,2,7,1,197010,0.0,0,11,8,0,21.0,3,20,9,6
31,0,0,1,8,4,1,1,1206,0,4,7,2,147320,0.0,0,12,8,0,10.0,3,9,1,7
26,0,2,1,11,4,3,1,1207,1,2,3,2,92780,0.0,0,20,8,0,5.0,3,4,0,0
36,0,1,1,5,1,5,1,1208,1,1,7,1,13590,4.0,0,12,8,0,17.0,2,5,0,3
39,0,2,1,2,1,3,1,1209,0,1,6,1,47790,4.0,0,14,8,2,9.0,3,7,1,7
27,0,2,1,8,2,3,1,1210,1,1,2,1,164220,1.0,0,20,8,1,6.0,3,6,0,3
49,0,1,1,6,1,3,1,1211,1,3,0,1,29960,2.0,0,18,8,1,17.0,2,9,0,8
34,0,2,2,4,3,3,1,1212,0,1,7,1,12610,2.0,0,14,8,1,6.0,6,4,1,2
41,1,2,1,7,2,1,1,1213,0,1,6,2,20990,8.0,0,12,8,1,8.0,2,6,0,5
49,0,1,2,1,4,1,1,1214,0,2,4,1,58100,1.0,0,21,8,1,10.0,2,10,1,7
37,1,2,1,2,3,1,1,1215,1,1,7,2,56470,6.0,0,19,8,0,7.0,2,0,0,0
33,0,1,1,10,2,3,1,1216,1,2,6,1,34200,1.0,0,14,8,0,8.0,3,8,3,0
27,0,2,2,5,4,3,1,1217,0,4,4,1,44000,9.0,0,17,8,1,6.0,3,2,2,2
32,0,1,1,9,2,3,1,1218,0,2,6,2,35000,0.0,0,16,8,1,8.0,2,7,3,6
59,0,2,2,2,2,2,1,1219,0,5,8,1,20660,4.0,0,12,8,1,12.0,3,1,0,0
30,0,2,1,11,4,3,1,1220,1,2,2,0,171690,1.0,0,17,8,2,1.0,2,1,0,0
38,0,1,2,18,4,1,1,1221,1,2,0,2,41620,0.0,0,15,8,1,10.0,1,9,1,8
36,0,2,1,7,3,1,1,1222,1,1,7,1,92040,6.0,0,23,8,1,17.0,2,7,7,7
35,0,2,0,3,4,0,1,1223,1,2,3,1,32940,0.0,0,11,8,0,6.0,2,5,0,3
29,0,2,2,29,4,1,1,1224,1,2,2,2,21270,0.0,0,11,8,1,10.0,3,9,0,8
31,0,2,1,2,2,3,1,1225,1,2,2,0,39750,1.0,0,15,8,1,5.0,3,5,4,3
34,0,2,1,28,3,5,1,1226,1,1,2,0,107930,0.0,0,11,8,3,3.0,1,2,1,2
28,1,2,1,1,4,1,1,1227,1,5,5,2,100960,5.0,0,13,8,0,6.0,2,4,0,3
29,0,2,1,16,2,1,1,1228,0,4,2,0,36460,1.0,0,14,8,0,10.0,3,10,8,8
32,0,2,0,22,3,0,1,1229,0,2,5,0,74460,0.0,0,19,8,0,7.0,3,6,0,5
22,0,0,1,8,3,1,1,1230,0,3,7,0,108510,1.0,0,16,8,1,1.0,2,1,0,0
53,0,2,1,11,3,3,1,1231,1,2,3,1,21090,2.0,0,13,8,0,31.0,3,25,3,7
38,0,2,1,29,3,1,1,1232,0,1,4,2,37220,5.0,0,14,8,0,6.0,0,3,1,2
24,0,0,1,1,5,1,1,1233,1,3,6,0,93800,0.0,0,16,8,0,5.0,2,4,1,3
36,1,2,1,1,3,1,1,1234,1,1,5,2,54860,7.0,0,12,8,1,10.0,2,5,0,3
34,0,2,2,24,3,2,1,1235,1,4,6,2,27420,0.0,0,11,8,1,13.0,2,12,2,11
21,0,2,2,2,3,1,1,1236,1,2,4,2,137570,1.0,0,12,8,1,0.0,3,0,0,0
34,1,2,2,15,2,2,1,1237,0,2,6,2,84630,2.0,0,13,8,0,8.0,2,4,1,3
53,0,2,2,2,1,1,1,1238,1,5,1,0,31620,4.0,0,15,8,0,26.0,4,14,4,8
32,1,1,1,10,3,3,1,1239,0,2,4,2,165980,1.0,0,13,8,0,10.0,2,10,6,7
42,0,2,1,10,3,5,1,1240,1,2,2,1,66510,0.0,0,20,8,0,10.0,5,9,4,2
44,0,2,1,3,1,1,1,1241,0,1,4,1,23450,3.0,0,15,8,2,24.0,0,22,5,17
46,0,2,2,2,3,1,1,1242,0,1,6,2,34200,3.0,0,13,8,2,22.0,3,2,2,1
33,0,2,2,3,3,3,1,1243,1,1,4,2,43730,4.0,0,14,8,0,7.0,3,1,0,0
44,0,2,0,26,3,1,1,1244,1,5,0,1,47590,2.0,0,21,8,0,9.0,2,4,1,3
30,0,2,1,1,4,5,1,1245,0,1,6,2,53010,1.0,0,16,8,1,10.0,3,10,1,8
39,1,2,0,1,4,3,1,1246,1,1,7,1,36730,3.0,0,14,8,1,19.0,3,1,0,0
24,1,2,0,2,5,0,1,1247,1,3,7,1,47680,2.0,0,11,8,1,6.0,2,2,2,0
43,0,2,2,9,5,5,1,1248,0,1,5,0,12740,1.0,0,19,8,0,6.0,3,5,1,4
50,1,2,1,12,4,3,1,1249,1,1,5,1,49000,1.0,0,11,8,0,3.0,3,3,0,2
35,0,2,2,2,4,2,1,1250,1,3,4,1,104660,1.0,0,13,8,0,2.0,1,2,2,2
36,0,2,1,25,1,1,1,1251,0,4,7,1,170070,9.0,0,12,8,1,6.0,2,1,0,0
33,0,1,2,9,2,2,1,1252,1,4,1,1,29090,2.0,0,11,8,0,10.0,2,5,1,3
35,0,2,1,10,1,3,1,1253,1,1,6,0,57650,1.0,0,14,8,1,1.0,2,1,0,0
27,0,2,2,8,2,2,1,1254,0,3,6,0,45990,1.0,0,15,8,1,1.0,3,1,0,0
26,1,2,2,4,3,2,1,1255,1,2,3,2,24040,1.0,0,12,8,0,1.0,6,1,0,1
27,0,1,2,24,3,1,1,1256,1,4,0,2,31720,1.0,0,20,8,1,9.0,1,9,1,7
30,0,1,1,1,4,3,1,1257,1,1,6,2,20330,1.0,0,14,8,1,12.0,3,12,3,7
41,1,2,2,20,4,2,1,1258,1,2,7,1,102090,1.0,0,13,8,1,23.0,2,22,15,8
34,0,0,1,7,2,5,1,1259,0,1,6,2,86200,0.0,0,13,8,1,10.0,2,9,8,7
37,0,2,1,17,3,1,1,1260,0,3,7,1,20640,4.0,0,16,8,0,8.0,3,1,0,0
46,0,1,1,20,3,5,1,1261,1,3,7,2,40350,4.0,0,14,8,1,14.0,2,9,0,8
35,0,2,1,8,4,3,1,1262,0,3,6,1,38380,1.0,0,16,8,1,1.0,2,1,0,1
48,1,2,1,2,4,5,1,1263,0,1,7,2,45910,9.0,0,16,8,0,23.0,6,1,0,0
28,1,2,1,10,1,3,1,1264,1,1,7,2,25610,1.0,0,22,8,1,2.0,3,2,2,2
44,0,2,1,1,1,3,1,1265,0,3,6,0,15630,5.0,0,12,8,2,9.0,3,4,1,3
35,0,0,1,5,4,5,1,1266,0,3,4,1,48980,2.0,0,15,8,2,10.0,2,4,2,3
26,0,2,1,4,4,1,1,1267,0,3,7,1,47890,7.0,0,20,8,1,5.0,2,2,0,0
33,0,1,2,29,4,1,1,1268,0,1,1,2,31800,1.0,0,14,8,1,15.0,2,15,8,12
35,0,1,1,15,3,3,1,1269,1,3,4,1,65490,1.0,0,20,8,0,9.0,3,9,1,8
35,0,2,0,3,2,1,1,1270,0,1,2,1,63880,3.0,0,13,8,0,4.0,6,2,2,2
31,0,2,2,10,2,1,1,1271,0,2,6,0,112440,3.0,0,12,8,1,10.0,3,7,1,7
37,0,2,2,4,3,2,1,1272,1,4,1,0,160320,1.0,0,13,8,0,7.0,2,7,0,7
32,0,2,1,21,3,4,1,1273,1,2,7,1,23620,1.0,0,11,8,0,9.0,2,9,7,8
38,0,1,1,25,3,3,1,1274,1,2,4,2,163280,1.0,0,17,8,3,10.0,2,10,9,9
50,0,2,2,2,4,2,1,1275,0,4,6,0,83760,5.0,0,14,8,3,29.0,2,27,13,8
59,0,2,1,1,3,5,1,1276,1,1,2,2,166060,7.0,0,11,8,0,28.0,6,21,7,9
36,0,2,2,1,2,2,1,1277,0,2,7,0,86060,1.0,0,14,8,2,17.0,3,17,12,8
55,0,2,1,7,3,3,1,1278,1,3,6,0,22720,2.0,0,17,8,1,21.0,2,5,0,2
36,0,1,1,3,3,1,1,1279,0,2,2,2,20180,1.0,0,13,8,0,6.0,5,6,0,3
45,0,2,1,1,2,3,1,1280,0,1,7,0,70830,2.0,0,12,8,1,25.0,5,1,0,0
35,0,1,0,9,3,4,1,1281,0,2,8,1,40840,4.0,0,13,8,1,5.0,3,3,1,2
36,1,2,2,7,2,1,1,1282,1,4,2,1,144110,0.0,0,18,8,3,2.0,2,1,0,0
59,0,1,1,10,4,1,1,1283,1,3,6,2,23080,7.0,0,19,8,1,20.0,4,4,1,3
29,0,2,1,28,4,1,1,1284,0,1,8,1,48410,0.0,0,11,8,0,6.0,3,5,0,4
31,0,2,1,3,2,3,1,1285,0,3,7,2,42850,1.0,0,21,8,1,1.0,2,1,1,0
32,0,2,2,3,4,1,1,1286,1,2,4,1,97150,1.0,0,15,8,1,10.0,1,10,0,9
36,0,2,1,2,3,1,1,1287,1,2,8,1,43200,3.0,0,17,8,0,5.0,2,1,0,0
31,0,2,1,27,3,3,1,1288,0,2,5,2,21320,1.0,0,18,8,0,11.0,3,11,1,8
35,0,2,1,2,4,3,1,1289,1,2,0,2,101240,0.0,0,14,8,1,16.0,2,15,2,8
45,0,2,0,14,3,0,1,1290,0,1,7,1,54730,4.0,0,13,8,0,17.0,3,0,0,0
37,0,2,1,1,3,1,1,1291,0,3,7,2,52070,4.0,0,17,8,3,16.0,3,5,0,2
46,0,2,1,9,3,3,1,1292,1,3,3,0,164370,8.0,0,15,8,1,16.0,0,4,0,2
30,0,2,2,18,3,1,1,1293,1,4,1,1,22960,1.0,0,18,8,1,10.0,2,10,3,0
35,0,2,1,20,4,1,1,1294,0,3,1,2,40690,1.0,0,13,8,0,6.0,5,6,0,4
55,0,2,1,2,3,1,1,1295,0,2,2,1,74410,3.0,0,12,8,1,24.0,4,1,1,0
38,0,0,2,11,1,2,1,1296,1,2,2,0,24300,7.0,0,13,8,2,17.0,2,13,1,9
34,0,2,1,8,2,3,1,1297,1,1,6,1,58780,1.0,0,14,8,0,5.0,1,5,1,3
56,0,2,0,2,1,3,1,1298,1,2,7,2,26440,4.0,0,11,8,1,37.0,2,6,0,2
23,0,2,1,10,3,3,1,1299,1,2,2,0,64390,3.0,0,22,8,3,3.0,2,0,0,0
51,0,2,1,29,4,1,1,1300,0,5,4,1,24510,3.0,0,17,8,0,10.0,2,4,0,3
30,0,2,2,8,2,5,1,1301,1,1,8,1,63920,1.0,0,21,8,1,11.0,2,11,10,8
46,1,2,2,1,2,3,1,1302,0,2,6,2,97140,1.0,0,22,8,0,9.0,0,9,4,7
40,0,1,1,6,3,3,1,1303,1,1,0,1,60770,1.0,0,16,8,2,22.0,2,22,11,11
51,0,2,1,8,4,1,1,1304,0,5,8,2,24500,0.0,0,12,8,1,11.0,2,10,1,0
30,0,2,1,9,3,1,1,1305,1,1,4,0,92500,1.0,0,12,8,3,11.0,0,11,2,7
46,0,1,1,12,1,3,1,1306,1,1,2,1,20740,2.0,0,15,8,1,21.0,3,10,9,5
32,0,2,2,15,3,2,1,1307,1,1,6,2,101690,1.0,0,14,8,0,12.0,6,11,5,7
54,0,2,1,25,1,3,1,1308,0,1,2,1,48550,9.0,0,25,8,1,16.0,2,4,0,3
24,0,2,2,6,2,2,1,1309,1,2,6,1,40870,0.0,0,20,8,3,4.0,1,3,0,2
28,0,0,2,9,4,3,1,1310,1,2,2,1,23670,1.0,0,13,8,0,5.0,2,5,0,4
58,0,2,1,8,4,1,1,1311,1,2,7,2,29720,0.0,0,14,8,0,38.0,2,37,1,8
44,0,0,1,23,2,3,1,1312,0,1,6,1,195860,4.0,0,16,8,0,17.0,3,3,1,2
37,1,2,0,9,3,0,1,1313,1,2,0,0,54840,,0,17,8,0,7.0,4,3,0,2
32,0,2,0,12,2,0,1,1314,0,1,8,2,20610,1.0,0,15,8,1,1.0,2,1,0,0
20,1,1,2,4,4,1,1,1315,0,2,0,2,99240,1.0,0,22,8,0,1.0,3,1,1,0
34,0,2,1,1,4,4,1,1316,1,4,2,2,41980,1.0,0,22,8,1,16.0,2,16,2,10
37,0,0,2,24,2,1,1,1317,1,1,6,0,68150,5.0,0,20,8,1,17.0,3,1,0,0
59,0,0,1,12,2,1,1,1318,1,2,7,1,47230,9.0,0,14,8,0,30.0,0,3,2,2
50,0,1,1,3,4,3,1,1319,1,4,6,1,61420,3.0,0,13,8,2,28.0,3,8,0,7
25,1,2,2,10,1,2,1,1320,1,2,5,2,82370,1.0,0,13,8,0,6.0,6,6,0,3
25,0,2,1,26,3,5,1,1321,1,1,2,1,88530,1.0,0,22,8,1,2.0,3,2,2,1
22,0,2,1,2,1,1,1,1322,1,1,8,2,193310,1.0,0,12,8,1,1.0,2,0,0,0
51,0,1,1,1,3,1,1,1323,0,1,7,2,20730,3.0,0,14,8,1,23.0,4,13,12,8
34,1,1,0,4,4,1,1,1324,0,5,7,2,55620,1.0,0,15,8,0,9.0,3,9,0,6
54,0,0,1,9,3,1,1,1325,1,1,2,2,196130,2.0,0,17,8,0,23.0,5,5,4,4
24,0,2,1,2,1,1,1,1326,1,2,2,1,34070,0.0,0,13,8,1,6.0,4,5,1,2
34,0,2,2,4,3,2,1,1327,0,2,8,0,50630,6.0,0,12,8,1,12.0,2,1,0,0
37,0,2,2,6,1,5,1,1328,1,1,2,2,46390,2.0,0,12,8,2,12.0,3,5,1,3
34,0,2,2,9,2,3,1,1329,1,2,0,2,48760,2.0,0,21,8,1,14.0,3,11,5,8
36,0,1,0,7,3,3,1,1330,1,1,6,1,26900,0.0,0,11,8,0,10.0,1,9,2,8
36,0,2,1,1,3,3,1,1331,0,2,4,0,175670,5.0,0,13,8,0,7.0,6,1,0,0
43,0,1,1,3,4,1,1,1332,1,1,7,1,24080,1.0,0,12,8,1,25.0,3,25,4,12
